Seat_Class,Booking_Channel,Origin,Destination,Distance_km,Route_Category,Customer_Segment,Loyalty_Status,Booking_Frequency_Qtr,Average_Spend_GBP,Total_Seats,Seats_Sold_Realized,Remaining_Seats_Realized,Demand_Index,Base_Price_At_Booking,Days_Before_Travel,Price_Premium,Load_Factor,Ticket_Price_GBP
Standard,Web,Glasgow,Lyon,321.9,Medium,Student,None,14,337.53,100,44,56,1.553,76.34,26,1.104,0.449,92.3
Standard,Mobile,Birmingham,Rotterdam,110.2,Short,Student,Silver,7,36.04,250,166,84,2.525,44.28,89,1.047,0.664,63.5
Standard,Mobile,Leeds,Frankfurt,416.2,Medium,Student,None,15,32.34,150,143,7,2.956,87.78,84,0.959,0.957,155.34
Standard,Mobile,Leeds,Lyon,124.9,Short,Leisure,None,7,198.93,100,39,61,2.245,44.69,56,0.966,0.396,53.56
Standard,Web,Leeds,Rotterdam,256.6,Medium,Student,None,4,140.57,150,126,24,1.274,52.02,62,1.001,0.846,54.68
Standard,Web,London,Paris,68.3,Short,Leisure,Gold,10,356.46,100,94,6,1.202,38.81,128,0.993,0.94,40.92
Standard,Mobile,Edinburgh,Rotterdam,252.1,Medium,Leisure,None,4,382.85,300,168,132,1.966,69.08,36,1.037,0.562,87.55
First,Mobile,Glasgow,Frankfurt,176.2,Short,Leisure,Gold,7,37.4,300,183,117,2.833,79.39,20,1.131,0.61,131.54
Standard,Web,London,Rotterdam,617.9,Long,Senior,Gold,15,229.47,100,88,12,1.07,110.21,146,1.022,0.882,110.45
Standard,Web,Manchester,Brussels,80.4,Short,Leisure,Silver,5,472.74,150,104,46,1.077,32.78,27,1.142,0.696,33.54
Standard,Mobile,Birmingham,Paris,582.4,Medium,Student,Platinum,5,170.22,200,127,73,1.781,104.51,133,0.988,0.635,117.81
First,Web,Leeds,Cologne,659.4,Long,Leisure,Platinum,6,114.54,150,73,77,1.939,138.66,95,0.971,0.492,163.01
First,Web,London,Rotterdam,55.4,Short,Student,Silver,17,270.22,300,202,98,2.842,71.19,174,1.031,0.675,114.85
Standard,Web,Glasgow,Rotterdam,948.6,Long,Leisure,Silver,2,236.44,300,168,132,1.308,157.27,41,0.97,0.563,165.57
Standard,Web,Bristol,Rotterdam,260.5,Medium,Leisure,None,13,125.36,300,189,111,1.569,67.61,85,0.951,0.63,85.54
First,Mobile,Glasgow,Brussels,1109.2,Long,Senior,Platinum,16,128.85,150,134,16,1.392,196.57,52,1.033,0.895,204.38
First,Web,Leeds,Brussels,904.7,Long,Leisure,Platinum,9,349.62,200,178,22,2.334,155.58,131,0.971,0.892,196.43
Standard,Web,Glasgow,Amsterdam,81.3,Short,Business,Gold,15,175.0,300,94,206,1.39,48.48,58,0.965,0.315,52.74
Standard,Web,London,Lyon,1498.7,Long,Student,None,19,493.29,200,136,64,1.588,216.53,90,0.97,0.682,245.14
Standard,Web,Bristol,Amsterdam,101.2,Short,Student,Gold,18,159.1,100,96,4,1.412,52.21,153,1.044,0.966,42.93
First,Mobile,London,Lyon,146.2,Short,Business,None,11,282.99,150,91,59,0.57,71.44,120,1.017,0.612,64.72
Standard,Web,London,Amsterdam,181.1,Short,Business,None,13,55.1,300,113,187,1.855,58.63,169,1.019,0.377,80.96
Standard,Mobile,Leeds,Paris,188.4,Short,Business,Gold,10,278.64,100,30,70,1.486,47.35,41,0.965,0.308,46.04
Business,Web,London,Brussels,364.1,Medium,Leisure,Platinum,0,241.09,250,146,104,0.824,87.59,33,1.011,0.586,79.92
First,Web,Manchester,Paris,590.5,Medium,Leisure,None,9,187.69,200,182,18,2.002,122.3,38,1.036,0.914,160.53
Business,Web,Glasgow,Lyon,1252.1,Long,Leisure,None,10,226.22,300,277,23,2.223,183.47,146,1.018,0.925,247.05
Business,Web,Bristol,Brussels,137.5,Short,Leisure,None,3,105.66,200,152,48,1.779,68.28,49,0.958,0.763,82.58
Standard,Mobile,Birmingham,Brussels,1224.0,Long,Leisure,Platinum,17,413.71,100,96,4,1.121,178.5,61,0.993,0.967,156.09
Standard,Web,Edinburgh,Lyon,104.0,Short,Leisure,Gold,10,462.46,300,105,195,1.835,51.22,16,1.171,0.351,71.17
Standard,Station,Glasgow,Paris,113.7,Short,Leisure,Gold,7,422.0,150,83,67,1.194,45.47,85,0.959,0.559,46.1
Business,Web,Leeds,Brussels,434.5,Medium,Leisure,Silver,6,406.34,100,85,15,0.875,95.81,44,0.986,0.855,83.52
Standard,Web,Bristol,Cologne,894.2,Long,Business,Silver,16,283.22,250,222,28,0.741,138.19,31,1.021,0.888,122.86
Business,Web,Manchester,Rotterdam,1291.9,Long,Leisure,None,5,180.15,300,109,191,0.922,208.32,95,1.034,0.364,211.22
Standard,Mobile,Bristol,Paris,300.4,Medium,Student,None,9,102.53,300,213,87,2.852,77.6,155,1.014,0.711,122.25
First,Web,Birmingham,Paris,169.5,Short,Student,Gold,11,413.48,100,76,24,1.225,72.49,169,1.034,0.766,72.94
Standard,Web,Leeds,Paris,72.8,Short,Leisure,Silver,1,40.86,200,91,109,2.103,45.49,114,1.015,0.455,54.89
Standard,Web,Bristol,Brussels,287.0,Medium,Leisure,None,12,106.89,250,80,170,2.409,80.56,3,1.443,0.323,148.01
First,Web,Glasgow,Frankfurt,501.2,Medium,Business,Silver,12,212.83,250,78,172,1.914,120.82,95,0.951,0.314,143.09
Standard,Agent,Manchester,Rotterdam,89.5,Short,Senior,None,4,113.42,300,165,135,1.767,43.96,162,0.985,0.551,51.57
First,Mobile,Leeds,Amsterdam,518.2,Medium,Leisure,Silver,5,299.84,150,58,92,1.372,126.8,138,0.956,0.389,124.68
Standard,Mobile,Manchester,Lyon,513.5,Medium,Leisure,None,15,367.6,300,210,90,1.013,97.69,57,0.988,0.7,95.48
First,Mobile,Leeds,Paris,302.9,Medium,Leisure,Gold,17,456.36,150,71,79,2.747,91.78,157,0.975,0.475,128.91
Standard,Mobile,Edinburgh,Brussels,61.0,Short,Business,None,16,121.01,150,80,70,1.998,39.35,166,0.975,0.537,46.53
Standard,Web,Birmingham,Lyon,266.5,Medium,Senior,Silver,19,154.21,300,162,138,0.858,61.77,101,0.979,0.541,57.01
First,Mobile,Edinburgh,Frankfurt,162.9,Short,Student,Gold,14,364.03,100,95,5,2.362,73.93,115,0.979,0.952,97.34
Standard,Web,Glasgow,Cologne,177.0,Short,Business,Gold,14,124.18,150,135,15,0.738,60.39,6,1.408,0.903,57.95
Standard,Web,Glasgow,Frankfurt,944.7,Long,Business,None,14,204.23,100,75,25,1.799,157.23,142,1.015,0.754,200.74
Standard,Mobile,Glasgow,Brussels,265.7,Medium,Leisure,None,3,381.66,100,41,59,0.654,66.34,132,0.976,0.41,59.46
Standard,Mobile,London,Paris,667.9,Long,Business,Platinum,8,200.4,100,35,65,1.69,121.89,173,0.964,0.354,129.79
Standard,Mobile,Glasgow,Frankfurt,82.4,Short,Leisure,None,11,90.23,250,137,113,1.852,48.72,39,0.992,0.549,58.28
First,Mobile,Manchester,Rotterdam,1481.7,Long,Leisure,Gold,13,149.34,300,210,90,1.757,234.61,54,0.98,0.7,265.07
Standard,Web,Edinburgh,Frankfurt,75.5,Short,Leisure,Platinum,0,58.81,200,161,39,1.598,35.48,154,1.042,0.807,46.97
Standard,Web,Manchester,Frankfurt,677.6,Long,Business,None,9,343.6,100,31,69,1.11,119.47,29,1.18,0.317,130.69
Standard,Web,Leeds,Rotterdam,514.2,Medium,Student,None,14,42.0,250,109,141,0.729,102.4,62,1.038,0.436,95.52
Standard,Mobile,Manchester,Cologne,142.3,Short,Business,None,10,295.55,150,91,59,2.066,38.99,136,0.96,0.607,57.58
Standard,Agent,London,Brussels,130.2,Short,Leisure,None,0,476.02,300,165,135,0.886,46.44,167,0.988,0.552,38.4
Business,Web,Manchester,Lyon,117.2,Short,Leisure,Silver,7,432.74,200,124,76,1.452,63.23,146,1.035,0.621,75.63
Business,Web,Leeds,Amsterdam,480.7,Medium,Leisure,Silver,8,55.01,100,52,48,2.34,112.64,22,1.118,0.529,162.88
Standard,Web,Leeds,Brussels,1228.5,Long,Leisure,Gold,2,362.95,250,178,72,2.016,190.62,146,1.028,0.712,236.02
Standard,Station,Edinburgh,Paris,113.7,Short,Leisure,Platinum,0,351.25,300,271,29,2.682,46.51,165,1.037,0.906,65.66
First,Mobile,Glasgow,Brussels,293.7,Medium,Leisure,Silver,9,163.23,200,71,129,2.202,83.2,111,0.977,0.357,112.52
Standard,Web,Birmingham,Brussels,1357.1,Long,Business,Gold,5,72.47,300,151,149,2.849,183.3,161,1.047,0.505,280.47
Standard,Agent,Bristol,Cologne,265.8,Medium,Business,None,18,429.96,200,97,103,1.038,85.14,176,1.034,0.486,84.71
Standard,Station,Edinburgh,Amsterdam,413.6,Medium,Leisure,None,3,286.07,200,136,64,0.603,85.71,48,0.967,0.681,82.21
Standard,Web,London,Amsterdam,1223.4,Long,Business,None,18,355.24,300,277,23,0.698,181.1,130,1.007,0.925,164.4
Business,Agent,Bristol,Amsterdam,145.8,Short,Leisure,Gold,6,239.75,300,262,38,1.009,60.07,26,1.123,0.874,48.25
First,Web,Manchester,Lyon,447.5,Medium,Leisure,Platinum,11,126.73,200,186,14,0.632,120.44,145,0.996,0.932,89.49
Standard,Web,Edinburgh,Brussels,1196.3,Long,Student,Platinum,4,144.97,150,67,83,1.162,171.65,4,1.401,0.449,181.45
Standard,Web,Bristol,Cologne,181.3,Short,Business,None,18,276.72,100,54,46,2.632,65.13,9,1.167,0.54,104.05
First,Station,Glasgow,Paris,346.2,Medium,Leisure,None,18,132.58,100,49,51,1.156,109.13,10,1.161,0.493,121.29
First,Mobile,Glasgow,Amsterdam,144.1,Short,Student,None,19,211.36,250,170,80,2.54,77.84,69,0.985,0.682,111.57
Standard,Web,Edinburgh,Rotterdam,154.5,Short,Business,None,6,55.71,300,231,69,1.299,58.32,166,1.003,0.77,61.34
Standard,Agent,Glasgow,Amsterdam,138.5,Short,Business,None,13,497.84,200,118,82,1.594,44.76,49,0.958,0.591,42.34
Standard,Web,Manchester,Rotterdam,1412.7,Long,Business,None,8,316.01,200,103,97,2.632,204.56,40,1.006,0.515,304.07
First,Mobile,Leeds,Brussels,1189.3,Long,Leisure,None,4,90.11,200,148,52,1.732,190.62,177,1.048,0.742,242.67
First,Mobile,Edinburgh,Paris,113.7,Short,Business,None,17,82.45,100,64,36,0.807,68.27,19,1.156,0.649,66.19
Standard,Web,London,Cologne,176.8,Short,Business,None,8,251.98,250,220,30,1.4,42.22,37,1.037,0.88,44.23
First,Web,Bristol,Amsterdam,395.8,Medium,Senior,Gold,4,31.89,250,84,166,2.535,90.58,49,1.037,0.338,127.13
Standard,Station,Bristol,Brussels,412.1,Medium,Leisure,Silver,15,217.78,200,163,37,0.677,77.95,134,1.046,0.815,68.98
Standard,Web,Bristol,Frankfurt,1124.1,Long,Leisure,Platinum,8,473.56,200,157,43,2.346,160.72,64,0.957,0.785,195.86
Standard,Mobile,Edinburgh,Cologne,890.5,Long,Senior,Silver,19,415.21,200,181,19,2.343,141.96,151,1.014,0.907,197.61
Standard,Mobile,Manchester,Rotterdam,1250.3,Long,Leisure,Silver,10,466.38,200,178,22,1.611,187.96,31,1.042,0.891,222.23
Standard,Mobile,Edinburgh,Lyon,239.3,Medium,Student,None,13,73.33,250,101,149,0.551,67.01,53,1.029,0.405,55.21
Standard,Web,Edinburgh,Cologne,180.3,Short,Leisure,None,2,197.99,300,224,76,1.111,54.05,33,0.995,0.749,44.59
Standard,Web,Glasgow,Brussels,163.2,Short,Leisure,Gold,19,286.4,250,180,70,1.186,64.4,17,1.127,0.723,60.61
Standard,Web,Leeds,Amsterdam,341.5,Medium,Leisure,None,6,365.73,200,157,43,2.406,79.06,65,0.985,0.786,113.67
Standard,Station,Bristol,Cologne,290.6,Medium,Student,Gold,10,208.38,150,148,2,1.844,68.92,67,0.962,0.987,80.84
Standard,Web,Manchester,Paris,949.1,Long,Leisure,Gold,16,173.1,300,113,187,1.339,156.56,173,0.971,0.377,155.24
Standard,Web,Birmingham,Rotterdam,170.8,Short,Leisure,Gold,17,166.43,150,111,39,2.04,56.83,88,1.021,0.74,76.05
Standard,Agent,Manchester,Frankfurt,54.7,Short,Leisure,Gold,18,398.94,100,71,29,0.762,44.04,37,0.967,0.718,43.58
Standard,Mobile,Glasgow,Paris,387.2,Medium,Leisure,Gold,16,203.27,200,61,139,2.989,68.15,92,1.033,0.305,100.46
Business,Web,Edinburgh,Paris,828.7,Long,Business,Silver,8,27.83,150,114,36,0.691,143.1,27,1.125,0.761,129.07
First,Agent,London,Paris,1387.5,Long,Leisure,Gold,13,389.7,200,129,71,2.558,227.81,148,0.991,0.648,317.31
Business,Mobile,Manchester,Brussels,112.1,Short,Leisure,Silver,10,97.44,200,168,32,1.604,61.24,170,0.98,0.841,75.85
Standard,Web,Bristol,Brussels,1228.1,Long,Leisure,None,14,321.54,100,82,18,2.719,190.33,153,0.983,0.829,284.82
Standard,Web,London,Cologne,343.2,Medium,Business,None,3,34.14,300,99,201,0.997,80.88,108,1.031,0.331,76.41
First,Mobile,Birmingham,Rotterdam,331.9,Medium,Leisure,Silver,18,205.75,200,169,31,1.877,103.49,70,1.022,0.846,128.22
Standard,Mobile,Birmingham,Lyon,98.9,Short,Business,None,8,238.85,300,278,22,1.986,38.81,179,0.989,0.928,43.46
Standard,Web,London,Rotterdam,471.3,Medium,Leisure,Platinum,1,487.08,250,185,65,1.662,103.72,110,0.986,0.742,117.59
Standard,Web,Glasgow,Frankfurt,585.7,Medium,Leisure,None,7,62.32,100,90,10,1.201,116.05,167,1.017,0.908,132.32
First,Web,Birmingham,Cologne,283.3,Medium,Student,None,6,380.73,250,111,139,2.526,95.15,121,1.019,0.446,139.84
Standard,Mobile,London,Paris,457.6,Medium,Senior,Silver,17,483.08,100,93,7,1.017,83.21,106,0.955,0.931,81.36
Business,Web,Edinburgh,Cologne,89.8,Short,Leisure,Gold,18,152.92,150,143,7,1.154,48.07,30,0.972,0.955,48.63
Business,Web,London,Rotterdam,132.4,Short,Business,None,17,128.31,150,74,76,1.531,60.08,47,1.008,0.499,74.13
Standard,Mobile,Edinburgh,Amsterdam,1087.4,Long,Business,None,14,476.99,200,108,92,2.576,161.17,175,1.009,0.542,235.97
First,Mobile,Glasgow,Cologne,380.0,Medium,Student,Silver,10,254.99,300,239,61,0.52,111.1,50,0.969,0.798,100.32
Standard,Mobile,Bristol,Rotterdam,399.5,Medium,Student,Silver,11,414.84,300,160,140,2.736,92.29,28,1.107,0.535,147.43
First,Web,Bristol,Cologne,182.0,Short,Business,Gold,2,401.42,300,297,3,1.861,72.03,31,1.048,0.993,92.59
Standard,Web,Birmingham,Rotterdam,63.3,Short,Senior,Gold,3,176.48,300,150,150,0.737,38.55,48,0.963,0.502,34.1
First,Web,Leeds,Paris,174.5,Short,Senior,Gold,17,109.99,100,32,68,1.057,82.49,60,1.037,0.32,79.4
Standard,Agent,Leeds,Cologne,119.3,Short,Business,None,11,357.39,200,174,26,0.679,48.55,47,0.985,0.872,48.0
Business,Mobile,London,Frankfurt,333.4,Medium,Business,None,15,260.63,300,99,201,1.623,97.56,173,1.035,0.33,113.18
Standard,Web,Glasgow,Paris,759.4,Long,Business,Platinum,11,255.44,200,196,4,0.547,117.08,129,1.013,0.982,81.95
Standard,Web,Edinburgh,Brussels,172.2,Short,Leisure,None,6,282.18,200,144,56,2.19,64.17,119,0.955,0.72,83.05
First,Mobile,Bristol,Brussels,1132.8,Long,Business,None,11,32.31,300,182,118,0.796,190.36,100,1.041,0.608,184.86
First,Mobile,Glasgow,Cologne,491.4,Medium,Business,Gold,3,22.43,200,162,38,1.011,132.57,23,1.177,0.813,135.57
Standard,Web,Bristol,Cologne,97.2,Short,Leisure,Silver,15,170.78,100,80,20,0.537,53.35,148,0.996,0.801,42.94
Standard,Station,Bristol,Frankfurt,357.2,Medium,Student,Silver,15,175.37,200,114,86,1.086,84.46,161,1.009,0.572,91.17
Standard,Mobile,Birmingham,Rotterdam,187.0,Short,Senior,None,16,364.99,300,135,165,0.594,46.85,94,0.983,0.45,42.73
Business,Mobile,Bristol,Rotterdam,584.5,Medium,Leisure,None,19,176.32,200,178,22,0.74,105.05,89,0.965,0.891,92.53
First,Station,Leeds,Lyon,161.0,Short,Student,Gold,8,192.59,200,189,11,2.905,71.97,48,0.956,0.945,105.61
First,Mobile,Manchester,Paris,499.8,Medium,Leisure,None,13,283.78,300,298,2,0.725,112.39,144,1.004,0.996,108.39
Standard,Mobile,Birmingham,Frankfurt,477.8,Medium,Business,Silver,4,303.97,100,55,45,2.465,89.77,102,0.968,0.554,122.96
Standard,Agent,London,Cologne,138.1,Short,Business,Gold,17,179.98,300,211,89,2.112,42.03,167,0.985,0.704,52.89
Standard,Web,Manchester,Cologne,139.3,Short,Business,Platinum,11,287.89,150,148,2,1.232,59.28,135,0.98,0.987,51.44
First,Web,Birmingham,Cologne,194.6,Short,Business,Platinum,6,316.55,150,88,62,2.651,84.11,62,0.988,0.589,111.44
Standard,Station,Glasgow,Cologne,500.4,Medium,Student,Platinum,1,145.4,200,170,30,1.687,77.85,172,0.967,0.853,82.95
Business,Mobile,Birmingham,Amsterdam,1189.8,Long,Business,None,17,133.16,250,239,11,1.238,187.92,97,1.028,0.958,196.84
Standard,Agent,Edinburgh,Cologne,78.4,Short,Leisure,Platinum,2,447.41,150,64,86,2.494,47.51,81,1.023,0.43,61.65
Standard,Web,Manchester,Cologne,196.6,Short,Business,Gold,14,330.78,150,121,29,2.24,55.04,177,1.032,0.807,73.7
Standard,Mobile,Manchester,Amsterdam,408.1,Medium,Senior,Platinum,10,169.32,150,118,32,0.7,74.69,104,0.999,0.792,58.18
Standard,Web,Leeds,Lyon,191.6,Short,Leisure,None,9,284.37,250,143,107,1.324,49.37,4,1.42,0.572,48.45
Standard,Mobile,Manchester,Rotterdam,485.4,Medium,Leisure,None,19,359.56,250,246,4,2.162,93.77,13,1.113,0.987,128.03
Standard,Web,Bristol,Brussels,56.0,Short,Student,Silver,18,30.86,100,90,10,1.14,30.56,26,1.159,0.907,30.97
Standard,Web,Leeds,Cologne,1085.1,Long,Business,Gold,12,461.52,250,249,1,2.038,163.98,141,1.043,0.996,214.59
First,Web,Glasgow,Rotterdam,557.1,Medium,Senior,Silver,15,364.27,100,68,32,1.256,120.75,96,0.981,0.685,131.56
Standard,Mobile,Bristol,Cologne,57.8,Short,Leisure,Platinum,19,208.28,300,136,164,1.019,45.24,171,1.011,0.456,35.94
Standard,Web,Leeds,Frankfurt,546.7,Medium,Student,None,17,467.49,100,49,51,1.386,103.82,140,0.972,0.496,119.51
Standard,Web,London,Paris,445.4,Medium,Student,None,11,46.81,100,85,15,1.402,103.77,120,0.98,0.854,116.74
Standard,Web,Glasgow,Frankfurt,56.7,Short,Student,Gold,14,382.01,150,82,68,2.14,38.97,85,1.045,0.553,50.34
First,Web,Leeds,Cologne,106.0,Short,Business,Silver,1,272.62,200,90,110,1.977,80.07,33,0.959,0.45,93.15
Standard,Agent,London,Lyon,54.5,Short,Leisure,Silver,12,339.1,150,141,9,1.585,46.41,67,1.027,0.945,56.42
First,Web,Leeds,Frankfurt,200.7,Medium,Business,Gold,11,246.27,150,80,70,2.368,74.54,7,1.187,0.539,113.74
Standard,Web,London,Lyon,184.5,Short,Leisure,Gold,14,90.67,300,107,193,2.658,70.95,7,1.16,0.357,105.32
Standard,Station,Bristol,Lyon,499.4,Medium,Business,None,2,145.18,100,69,31,0.706,96.03,43,0.952,0.697,81.86
Standard,Mobile,Glasgow,Cologne,315.8,Medium,Business,Gold,16,242.26,100,68,32,2.094,85.58,176,1.026,0.685,107.65
Standard,Mobile,Glasgow,Lyon,702.3,Long,Business,None,5,461.04,150,89,61,2.282,110.26,154,0.99,0.596,151.64
Standard,Mobile,Leeds,Frankfurt,221.8,Medium,Leisure,Silver,10,52.79,250,153,97,1.596,69.28,76,1.027,0.612,78.41
First,Agent,Edinburgh,Amsterdam,566.9,Medium,Business,None,19,70.26,200,90,110,0.642,113.11,116,0.963,0.454,94.96
Standard,Web,Leeds,Paris,450.2,Medium,Leisure,None,3,93.3,150,76,74,1.597,69.32,168,1.012,0.507,86.16
Standard,Agent,London,Lyon,744.5,Long,Leisure,Silver,9,323.42,200,128,72,2.682,141.2,109,0.987,0.641,213.73
Standard,Station,Glasgow,Rotterdam,152.2,Short,Leisure,None,18,195.83,150,147,3,0.903,60.92,66,0.951,0.98,56.34
Standard,Mobile,Birmingham,Cologne,199.8,Short,Student,None,8,91.64,150,147,3,1.411,70.03,104,1.003,0.986,83.37
Standard,Mobile,Bristol,Brussels,168.2,Short,Student,Silver,18,78.54,300,108,192,2.357,52.82,143,1.009,0.361,72.92
Standard,Mobile,Edinburgh,Lyon,378.6,Medium,Business,Silver,14,343.6,150,140,10,2.687,75.32,44,1.043,0.934,105.38
Standard,Web,Birmingham,Rotterdam,172.1,Short,Student,None,8,242.04,250,152,98,2.785,60.88,101,1.042,0.608,85.79
Standard,Web,Birmingham,Frankfurt,161.6,Short,Leisure,None,12,438.92,250,155,95,2.445,45.61,162,1.02,0.621,65.32
First,Agent,Bristol,Lyon,235.5,Medium,Senior,None,1,213.93,100,55,45,1.986,78.44,140,0.988,0.552,111.55
Business,Mobile,Leeds,Brussels,1433.1,Long,Senior,None,7,334.76,150,137,13,1.374,216.26,134,0.953,0.916,238.8
Standard,Web,Manchester,Rotterdam,1395.7,Long,Business,None,11,402.01,100,62,38,1.718,209.97,123,1.022,0.62,251.76
Standard,Mobile,Edinburgh,Amsterdam,436.2,Medium,Leisure,None,8,477.77,100,30,70,0.521,78.77,100,0.99,0.304,72.45
Business,Mobile,Leeds,Frankfurt,403.3,Medium,Business,Platinum,4,437.26,200,191,9,1.376,105.43,138,0.981,0.955,99.23
Standard,Web,Bristol,Frankfurt,805.0,Long,Leisure,None,3,392.15,300,294,6,2.313,135.09,80,0.984,0.982,195.19
Standard,Mobile,Manchester,Cologne,1351.0,Long,Business,None,12,218.19,200,120,80,2.138,200.78,125,0.958,0.603,268.91
Standard,Mobile,Bristol,Frankfurt,988.7,Long,Leisure,Silver,14,491.75,250,151,99,0.521,140.49,153,0.969,0.605,114.35
Standard,Web,Bristol,Brussels,431.7,Medium,Business,None,1,147.07,200,62,138,1.868,81.49,40,1.021,0.312,107.28
Standard,Agent,Birmingham,Rotterdam,75.5,Short,Leisure,None,0,337.42,300,132,168,0.518,42.29,176,0.985,0.441,36.55
Business,Web,Glasgow,Frankfurt,82.1,Short,Leisure,Gold,3,82.7,250,96,154,1.408,61.49,87,0.955,0.384,65.49
First,Web,Leeds,Amsterdam,1486.7,Long,Leisure,Silver,9,310.85,200,171,29,2.977,232.27,60,0.98,0.857,367.28
First,Web,Bristol,Paris,124.1,Short,Leisure,None,0,351.15,300,198,102,1.524,86.84,108,1.039,0.661,96.99
First,Mobile,Leeds,Paris,172.4,Short,Business,Silver,1,63.34,150,75,75,2.732,77.48,135,1.04,0.503,124.08
Standard,Web,Manchester,Lyon,531.9,Medium,Leisure,None,11,161.58,150,142,8,0.54,101.6,113,1.025,0.947,76.33
Standard,Web,Birmingham,Paris,197.2,Short,Business,None,15,327.93,100,75,25,2.299,59.05,175,0.959,0.752,72.04
Business,Station,Manchester,Brussels,1484.6,Long,Business,None,2,309.02,200,191,9,1.642,232.83,124,1.042,0.956,279.9
Business,Web,Manchester,Paris,118.5,Short,Leisure,Gold,8,340.74,250,119,131,1.867,63.26,14,1.189,0.478,86.69
Standard,Mobile,Birmingham,Brussels,192.5,Short,Leisure,Gold,2,79.73,100,90,10,2.982,48.05,101,0.964,0.907,61.18
Business,Mobile,Leeds,Brussels,928.9,Long,Business,Platinum,19,267.35,200,179,21,1.263,157.47,130,0.992,0.898,158.35
Standard,Agent,Manchester,Lyon,141.1,Short,Senior,None,15,465.25,250,232,18,2.655,44.68,37,1.002,0.928,66.39
Standard,Mobile,London,Paris,1339.5,Long,Leisure,Silver,7,477.81,150,130,20,2.79,178.87,69,0.95,0.872,265.77
Standard,Web,Leeds,Lyon,565.5,Medium,Business,None,18,80.83,100,86,14,1.244,112.15,102,0.979,0.864,111.89
Standard,Web,Glasgow,Frankfurt,409.5,Medium,Student,Gold,10,449.31,250,223,27,0.619,96.57,22,1.128,0.894,77.61
Standard,Station,Glasgow,Amsterdam,112.7,Short,Student,None,5,296.71,200,185,15,2.465,46.59,70,1.003,0.927,65.51
Standard,Station,Bristol,Rotterdam,491.4,Medium,Senior,None,13,381.4,100,59,41,2.834,92.35,45,0.951,0.597,131.57
Standard,Web,Birmingham,Paris,118.4,Short,Business,None,0,92.31,250,113,137,1.694,43.56,7,1.145,0.453,58.54
Standard,Mobile,Glasgow,Frankfurt,1204.6,Long,Leisure,None,11,374.18,200,70,130,2.687,179.8,5,1.383,0.35,322.82
Standard,Web,Birmingham,Cologne,170.6,Short,Student,Gold,14,54.12,250,123,127,1.052,67.3,154,1.006,0.493,67.31
Business,Agent,Leeds,Rotterdam,176.2,Short,Leisure,None,15,323.85,100,90,10,2.392,82.28,92,0.987,0.904,114.02
Standard,Agent,London,Rotterdam,828.9,Long,Leisure,Silver,3,340.67,200,199,1,2.258,135.49,47,0.967,0.998,179.78
Standard,Agent,London,Rotterdam,428.6,Medium,Business,Gold,7,339.07,300,178,122,1.819,72.93,87,1.026,0.596,77.47
Standard,Station,London,Frankfurt,210.0,Medium,Business,Gold,16,48.16,100,62,38,1.298,68.75,66,0.961,0.628,71.03
Standard,Station,London,Lyon,519.1,Medium,Business,Platinum,2,204.41,250,143,107,1.127,91.72,149,1.007,0.575,97.86
First,Web,Edinburgh,Lyon,68.8,Short,Leisure,None,2,377.31,300,205,95,2.297,63.83,121,0.966,0.686,79.61
Standard,Station,Birmingham,Rotterdam,180.8,Short,Senior,None,14,402.47,200,127,73,1.928,60.16,66,1.03,0.635,78.57
First,Mobile,Manchester,Rotterdam,966.1,Long,Leisure,None,14,219.44,150,116,34,2.658,169.37,2,1.397,0.779,306.79
Standard,Agent,Birmingham,Amsterdam,75.1,Short,Leisure,None,7,97.77,250,123,127,2.551,47.42,18,1.169,0.492,82.06
Standard,Mobile,Glasgow,Amsterdam,518.3,Medium,Business,Gold,14,259.73,250,145,105,0.939,95.62,46,0.976,0.582,79.07
Standard,Web,Birmingham,Rotterdam,280.1,Medium,Senior,Gold,7,332.13,100,58,42,1.036,62.81,9,1.108,0.582,60.45
Standard,Mobile,Birmingham,Amsterdam,109.2,Short,Business,Silver,18,461.79,150,78,72,2.86,50.81,142,0.985,0.523,81.24
Standard,Mobile,London,Rotterdam,426.8,Medium,Business,Silver,3,347.05,100,85,15,1.441,81.23,68,0.993,0.859,87.79
